,발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,발생위치X_UTMK,발생위치Y_UTMK,경도,위도,발생월,발생일,발생시
28361,2018,2018-04-27 16:00,주간,금,1,1,0,0,0,서울,송파구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,965204,1946065,127.1062673,37.51321288,4,27,16
28363,2018,2018-04-28 1:00,야간,토,1,1,0,0,0,서울,은평구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,949230,1955207,126.9248883,37.59487011,4,28,1
28365,2018,2018-04-28 2:00,야간,토,1,1,0,0,0,서울,성북구,차대차,기타,기타,신호위반,교차로,교차로부근,이륜차,이륜차,958854,1955804,127.0338697,37.60073006,4,28,2
28379,2018,2018-04-28 21:00,야간,토,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,944428,1944194,126.8713293,37.49533178,4,28,21
28423,2018,2018-05-03 0:00,야간,목,1,1,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,신호위반,단일로,기타단일로,승용차,보행자,957092,1952676,127.0140925,37.57245802,5,3,0
28424,2018,2018-05-03 4:00,야간,목,1,1,0,0,0,서울,중구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,이륜차,956880,1951828,127.0117417,37.56480489,5,3,4
28426,2018,2018-05-03 5:00,야간,목,1,4,0,3,0,서울,서초구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,956481,1946430,127.007544,37.51613248,5,3,5
28429,2018,2018-05-03 17:00,주간,목,1,1,0,0,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,952743,1945157,126.9653286,37.50447468,5,3,17
28476,2018,2018-05-08 19:00,야간,화,1,1,0,0,0,서울,서초구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,956987,1945601,127.0133181,37.50868417,5,8,19
28478,2018,2018-05-09 8:00,주간,수,1,1,0,0,0,서울,강동구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,968603,1950860,127.1445228,37.55655427,5,9,8
28482,2018,2018-05-09 17:00,주간,수,1,1,0,0,0,서울,도봉구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,자전거,승용차,958974,1964339,127.0347496,37.67766451,5,9,17
28499,2018,2018-05-11 4:00,야간,금,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,951656,1949822,126.9527236,37.54646503,5,11,4
28521,2018,2018-05-12 19:00,야간,토,1,1,0,0,0,서울,중랑구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,963432,1955321,127.0857552,37.59657188,5,12,19
28527,2018,2018-05-13 22:00,야간,일,1,1,0,0,0,서울,서대문구,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로,승합차,보행자,951559,1953635,126.9513736,37.58082709,5,13,22
28528,2018,2018-05-14 3:00,야간,월,1,1,0,0,0,서울,마포구,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로부근,승용차,이륜차,948802,1949988,126.9204049,37.54780705,5,14,3
28543,2018,2018-05-15 20:00,야간,화,1,1,0,0,0,서울,마포구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,승용차,951991,1950582,126.9564661,37.55333256,5,15,20
28551,2018,2018-05-17 1:00,야간,목,1,1,0,0,0,서울,양천구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,945233,1949387,126.8800484,37.54218497,5,17,1
28552,2018,2018-05-17 1:00,야간,목,1,1,0,0,0,서울,영등포구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,945855,1946258,126.8873197,37.51401971,5,17,1
28562,2018,2018-05-18 3:00,야간,금,1,1,0,0,0,서울,송파구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,967852,1944267,127.1363087,37.49710273,5,18,3
28572,2018,2018-05-18 23:00,야간,금,1,1,0,0,0,서울,서대문구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,948381,1952354,126.9154703,37.56910495,5,18,23
28573,2018,2018-05-19 0:00,야간,토,1,1,0,0,0,서울,영등포구,차대차,기타,기타,중앙선 침범,단일로,교량위,승용차,원동기장치자전거,945392,1947321,126.8820019,37.52357336,5,19,0
28626,2018,2018-05-24 1:00,야간,목,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,957743,1945029,127.0219047,37.50356347,5,24,1
28658,2018,2018-05-28 10:00,주간,월,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승용차,보행자,952862,1947766,126.9665121,37.52800086,5,28,10
28682,2018,2018-05-30 11:00,주간,수,1,1,0,0,0,서울,송파구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,건설기계,이륜차,968808,1943785,127.1471442,37.49279102,5,30,11
28685,2018,2018-05-30 16:00,주간,수,1,1,0,0,0,서울,강서구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,자전거,승용차,944606,1950281,126.8728838,37.55020516,5,30,16
28693,2018,2018-05-31 21:00,야간,목,1,1,0,0,0,서울,용산구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,951856,1947699,126.9551269,37.52734047,5,31,21
28696,2018,2018-06-01 2:00,야간,금,1,1,0,0,0,서울,송파구,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,원동기장치자전거,승용차,965644,1944213,127.1113326,37.49653646,6,1,2
28697,2018,2018-06-01 3:00,야간,금,1,2,0,1,0,서울,노원구,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,이륜차,없음,962616,1962794,127.0761294,37.66389487,6,1,3
28721,2018,2018-06-03 12:00,주간,일,1,1,0,0,0,서울,종로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,승용차,952290,1955864,126.9595071,37.60095554,6,3,12
28730,2018,2018-06-04 9:00,주간,월,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,960042,1956595,127.0472846,37.60791371,6,4,9
28740,2018,2018-06-05 23:00,야간,화,1,2,0,1,0,서울,동작구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,953811,1944934,126.9774234,37.50251968,6,5,23
28765,2018,2018-06-09 2:00,야간,토,1,1,0,0,0,서울,노원구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,961183,1959465,127.0600591,37.63383052,6,9,2
28768,2018,2018-06-09 9:00,주간,토,2,3,1,0,0,서울,용산구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,953804,1947043,126.9772139,37.52152743,6,9,9
28796,2018,2018-06-13 1:00,야간,수,1,2,0,0,1,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,보행자,961985,1959488,127.0691473,37.63407136,6,13,1
28803,2018,2018-06-14 2:00,야간,목,1,1,0,0,0,서울,양천구,차대차,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,승용차,941835,1946024,126.8418524,37.51166595,6,14,2
28828,2018,2018-06-17 11:00,주간,일,1,1,0,0,0,서울,성동구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,자전거,자전거,958712,1949157,127.0326356,37.54081437,6,17,11
28834,2018,2018-06-17 22:00,야간,일,1,1,0,0,0,서울,영등포구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,자전거,승용차,947126,1944265,126.9018444,37.49613019,6,17,22
28838,2018,2018-06-19 5:00,야간,화,1,1,0,0,0,서울,강북구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,956386,1963885,127.0054288,37.67345315,6,19,5
28841,2018,2018-06-19 14:00,주간,화,1,1,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,957808,1953542,127.0221506,37.58029657,6,19,14
28842,2018,2018-06-19 19:00,야간,화,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,959755,1963419,127.043657,37.66940705,6,19,19
28872,2018,2018-06-22 23:00,야간,금,1,1,0,0,0,서울,동대문구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,화물차,이륜차,959504,1953394,127.0413664,37.5790388,6,22,23
28885,2018,2018-06-25 8:00,주간,월,1,1,0,0,0,서울,노원구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,962805,1961949,127.0783154,37.65628642,6,25,8
28890,2018,2018-06-25 11:00,주간,월,1,2,0,1,0,서울,송파구,차대사람,길가장자리구역통행중,길가장자리구역통행중,기타,교차로,교차로부근,승용차,보행자,969168,1944282,127.1511958,37.49728283,6,25,11
28930,2018,2018-06-28 23:00,야간,목,1,3,2,0,0,서울,강서구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승용차,942095,1951147,126.84439,37.55785602,6,28,23
28944,2018,2018-06-30 2:00,야간,토,1,1,0,0,0,서울,강서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,943241,1949043,126.8575273,37.53896395,6,30,2
28945,2018,2018-06-30 3:00,야간,토,1,1,0,0,0,서울,용산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,956761,1947988,127.0106206,37.53018837,6,30,3
28961,2018,2018-07-02 1:00,야간,월,1,1,0,0,0,서울,강남구,차대차,기타,기타,안전운전 의무 불이행,기타,기타,화물차,승용차,960483,1947734,127.0527587,37.52806603,7,2,1
28980,2018,2018-07-03 14:00,주간,화,1,1,0,0,0,서울,금천구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,건설기계,보행자,946899,1940771,126.8995286,37.46462504,7,3,14
29008,2018,2018-07-06 18:00,야간,금,1,1,0,0,0,서울,도봉구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,건설기계,보행자,959199,1960300,127.037527,37.64127052,7,6,18
29012,2018,2018-07-07 10:00,주간,토,1,1,0,0,0,서울,강동구,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,자전거,969325,1948908,127.1527787,37.53898438,7,7,10
29029,2018,2018-07-09 1:00,야간,월,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승합차,보행자,958126,1959606,127.0254049,37.6349671,7,9,1
29032,2018,2018-07-09 15:00,주간,월,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,보행자,946953,1939692,126.9002168,37.45490286,7,9,15
29044,2018,2018-07-11 1:00,야간,수,1,1,0,0,0,서울,광진구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타,승용차,보행자,961461,1948201,127.0638025,37.53231667,7,11,1
29050,2018,2018-07-12 0:00,야간,목,1,1,0,0,0,서울,용산구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,터널안,이륜차,없음,954743,1949755,126.9876727,37.54601793,7,12,0
29054,2018,2018-07-12 9:00,주간,목,1,1,0,0,0,서울,동작구,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로,화물차,보행자,949015,1944677,126.9231848,37.4999499,7,12,9
29057,2018,2018-07-12 17:00,주간,목,2,8,1,3,2,서울,광진구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,963978,1950370,127.0921836,37.55196846,7,12,17
29064,2018,2018-07-13 7:00,주간,금,1,1,0,0,0,서울,영등포구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,947038,1946449,126.9006915,37.5158099,7,13,7
29065,2018,2018-07-13 14:00,주간,금,1,1,0,0,0,서울,은평구,차대차,기타,기타,기타,교차로,교차로횡단보도내,자전거,승용차,948966,1956622,126.9218026,37.60760809,7,13,14
29087,2018,2018-07-15 21:00,야간,일,1,1,0,0,0,서울,서초구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,승합차,954275,1944096,126.9827272,37.49498875,7,15,21
29090,2018,2018-07-16 0:00,야간,월,1,1,0,0,0,서울,강북구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,957606,1958258,127.0195897,37.62279351,7,16,0
29099,2018,2018-07-16 20:00,야간,월,1,1,0,0,0,서울,구로구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,943541,1943991,126.8613111,37.49344829,7,16,20
29115,2018,2018-07-18 1:00,야간,수,1,2,0,1,0,서울,송파구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,964380,1945037,127.0969934,37.50391563,7,18,1
29119,2018,2018-07-18 16:00,주간,수,1,1,0,0,0,서울,노원구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,961472,1957617,127.0634319,37.61718627,7,18,16
29127,2018,2018-07-19 2:00,야간,목,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,962250,1958729,127.0721899,37.62724126,7,19,2
29128,2018,2018-07-19 3:00,야간,목,1,1,0,0,0,서울,강남구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,958982,1947813,127.0357669,37.52871253,7,19,3
29140,2018,2018-07-20 11:00,주간,금,1,1,0,0,0,서울,영등포구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,자전거,947506,1946469,126.9059857,37.51601691,7,20,11
29144,2018,2018-07-20 16:00,주간,금,1,4,1,2,0,서울,송파구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,968321,1944464,127.1416059,37.4988946,7,20,16
29145,2018,2018-07-20 16:00,주간,금,1,1,0,0,0,서울,송파구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966539,1944852,127.1214284,37.50232894,7,20,16
29152,2018,2018-07-21 9:00,주간,토,1,3,0,2,0,서울,송파구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,승합차,964926,1945678,127.1031402,37.50971415,7,21,9
29161,2018,2018-07-22 20:00,야간,일,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승합차,보행자,957079,1959504,127.0135447,37.63399943,7,22,20
29168,2018,2018-07-23 22:00,야간,월,1,1,0,0,0,서울,강동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,967145,1948700,127.1281123,37.53703446,7,23,22
29189,2018,2018-07-26 2:00,야간,목,1,1,0,0,0,서울,성동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,959131,1952237,127.0372067,37.56859398,7,26,2
29191,2018,2018-07-26 5:00,야간,목,1,1,0,0,0,서울,양천구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,941251,1948001,126.8350866,37.5294477,7,26,5
29235,2018,2018-07-30 4:00,야간,월,1,2,1,0,0,서울,송파구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,원동기장치자전거,967129,1945906,127.1280563,37.51185034,7,30,4
29267,2018,2018-08-01 23:00,야간,수,1,2,0,1,0,서울,성북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,956650,1954575,127.0089749,37.5895534,8,1,23
29300,2018,2018-08-04 21:00,야간,토,1,1,0,0,0,서울,중랑구,차대사람,보도통행중,보도통행중,신호위반,단일로,기타단일로,자전거,보행자,963551,1954643,127.087137,37.59046559,8,4,21
29311,2018,2018-08-06 6:00,주간,월,1,1,0,0,0,서울,송파구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,969500,1944188,127.1549555,37.49644659,8,6,6
29321,2018,2018-08-07 4:00,야간,화,1,1,0,0,0,서울,노원구,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타,기타,승용차,보행자,962415,1958597,127.0740665,37.62605828,8,7,4
29333,2018,2018-08-08 4:00,야간,수,1,1,0,0,0,서울,광진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,961682,1949748,127.0662231,37.54626953,8,8,4
29347,2018,2018-08-09 4:00,야간,목,1,1,0,0,0,서울,영등포구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,947067,1944315,126.9011734,37.49657747,8,9,4
29349,2018,2018-08-09 6:00,주간,목,1,2,0,1,0,서울,서초구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,957238,1946498,127.0161058,37.51678079,8,9,6
29351,2018,2018-08-09 10:00,주간,목,1,1,0,0,0,서울,관악구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,948543,1941973,126.9180342,37.47555196,8,9,10
29359,2018,2018-08-09 23:00,야간,목,1,1,0,0,0,서울,영등포구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,자전거,승용차,947702,1944239,126.9083621,37.49592866,8,9,23
29375,2018,2018-08-11 0:00,야간,토,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,955810,1948639,126.9998183,37.53601092,8,11,0
29386,2018,2018-08-11 21:00,야간,토,1,2,1,0,0,서울,성북구,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,956571,1954348,127.0080935,37.58750368,8,11,21
29391,2018,2018-08-12 5:00,야간,일,1,1,0,0,0,서울,강남구,차량단독,기타,기타,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,없음,962354,1942969,127.0741741,37.48519452,8,12,5
29411,2018,2018-08-13 15:00,주간,월,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,중앙선 침범,단일로,기타단일로,화물차,보행자,964105,1954840,127.0934024,37.592263,8,13,15
29413,2018,2018-08-13 16:00,주간,월,1,1,0,0,0,서울,강남구,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,화물차,보행자,962385,1943233,127.0745147,37.48757625,8,13,16
29415,2018,2018-08-13 18:00,야간,월,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,939299,1952541,126.8126199,37.57024,8,13,18
29418,2018,2018-08-14 0:00,야간,화,1,1,0,0,0,서울,마포구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타,기타,이륜차,없음,950925,1950959,126.9443726,37.55667435,8,14,0
29488,2018,2018-08-21 6:00,주간,화,1,1,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,자전거,946176,1942533,126.8912244,37.48046447,8,21,6
29495,2018,2018-08-21 16:00,주간,화,1,3,1,1,0,서울,강서구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,940552,1951382,126.826902,37.55987576,8,21,16
29497,2018,2018-08-21 20:00,야간,화,1,1,0,0,0,서울,중구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,954374,1951972,126.9833599,37.56598294,8,21,20
29501,2018,2018-08-22 3:00,야간,수,1,1,0,0,0,서울,송파구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,966367,1945328,127.1194606,37.5066131,8,22,3
29505,2018,2018-08-22 11:00,주간,수,1,1,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,950125,1956036,126.9349697,37.60239092,8,22,11
29517,2018,2018-08-23 11:00,주간,목,1,1,0,0,0,서울,강북구,차량단독,기타,기타,기타,단일로,기타단일로,승합차,없음,958020,1959193,127.0242273,37.63123983,8,23,11
29543,2018,2018-08-26 4:00,야간,일,1,1,0,0,0,서울,관악구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,이륜차,보행자,947823,1942588,126.909848,37.48105471,8,26,4
29551,2018,2018-08-27 3:00,야간,월,1,1,0,0,0,서울,마포구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,946689,1951370,126.8963851,37.56014329,8,27,3
29558,2018,2018-08-27 20:00,야간,월,1,1,0,0,0,서울,관악구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,947812,1942891,126.9097021,37.48378509,8,27,20
29569,2018,2018-08-29 9:00,주간,수,1,1,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,신호위반,교차로,교차로부근,화물차,보행자,949967,1946752,126.9338134,37.51870441,8,29,9
29576,2018,2018-08-30 1:00,야간,목,1,1,0,0,0,서울,강남구,차대사람,차도통행중,차도통행중,과속,교차로,교차로부근,승용차,보행자,960781,1945457,127.0562528,37.50755531,8,30,1
29616,2018,2018-09-01 23:00,야간,토,1,1,0,0,0,서울,서초구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,955147,1943257,126.9926427,37.48746935,9,1,23
29619,2018,2018-09-02 5:00,야간,일,1,1,0,0,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,953337,1950150,126.9717317,37.54950802,9,2,5
29630,2018,2018-09-03 2:00,야간,월,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,959707,1954136,127.0436246,37.58573555,9,3,2
29633,2018,2018-09-03 6:00,주간,월,1,3,2,0,0,서울,영등포구,차대사람,보도통행중,보도통행중,기타,단일로,기타단일로,승용차,보행자,947447,1947089,126.9052737,37.5216017,9,3,6
29695,2018,2018-09-09 2:00,야간,일,1,1,0,0,0,서울,은평구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,948379,1957711,126.9150721,37.61739138,9,9,2
29710,2018,2018-09-10 6:00,주간,월,1,3,0,2,0,서울,종로구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,터널안,이륜차,승용차,951441,1956827,126.9498255,37.6095907,9,10,6
29713,2018,2018-09-10 12:00,주간,월,1,1,0,0,0,서울,은평구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,949895,1957444,126.9322677,37.6150688,9,10,12
29727,2018,2018-09-12 0:00,야간,수,1,1,0,0,0,서울,양천구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,941362,1947647,126.8363711,37.52626416,9,12,0
29741,2018,2018-09-13 8:00,주간,목,1,1,0,0,0,서울,성동구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,보행자,960632,1948791,127.0543883,37.53759951,9,13,8
29794,2018,2018-09-17 15:00,주간,월,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,보행자,947088,1942996,126.9015058,37.48469028,9,17,15
29809,2018,2018-09-18 19:00,야간,화,1,1,0,0,0,서울,강서구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승합차,보행자,944291,1950110,126.8693309,37.54864494,9,18,19
29833,2018,2018-09-20 14:00,주간,목,1,1,0,0,0,서울,성북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,건설기계,보행자,960194,1957235,127.0489718,37.61368876,9,20,14
29839,2018,2018-09-20 23:00,야간,목,1,1,0,0,0,서울,강남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,958436,1943919,127.0298078,37.49359011,9,20,23
29840,2018,2018-09-21 4:00,야간,금,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,956540,1942240,127.0084592,37.47836938,9,21,4
29880,2018,2018-09-24 5:00,야간,월,1,2,0,1,0,서울,서초구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,957817,1944239,127.0227872,37.49644631,9,24,5
29917,2018,2018-09-28 18:00,야간,금,1,1,0,0,0,서울,서초구,차대사람,횡단중,횡단중,안전운전 의무 불이행,불명,불명,승용차,보행자,955814,1942162,127.0002529,37.47763189,9,28,18
29920,2018,2018-09-28 23:00,야간,금,1,1,0,0,0,서울,은평구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승합차,이륜차,946616,1953820,126.8953801,37.58222105,9,28,23
29921,2018,2018-09-29 0:00,야간,토,1,2,0,1,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,952042,1942373,126.957577,37.47934194,9,29,0
29936,2018,2018-09-30 4:00,야간,일,1,1,0,0,0,서울,동대문구,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,961846,1951986,127.0679631,37.56644815,9,30,4
29940,2018,2018-09-30 12:00,주간,일,1,1,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,자전거,958821,1948046,127.0339317,37.53080546,9,30,12
29970,2018,2018-10-03 9:00,주간,수,1,2,0,1,0,서울,영등포구,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,자전거,승용차,947396,1946899,126.9047102,37.5198863,10,3,9
29990,2018,2018-10-05 7:00,주간,금,1,1,0,0,0,서울,강북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,건설기계,보행자,957928,1959459,127.0231659,37.633634,10,5,7
29995,2018,2018-10-05 14:00,주간,금,1,1,0,0,0,서울,도봉구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,958282,1961163,127.027084,37.64900766,10,5,14
30021,2018,2018-10-07 18:00,야간,일,1,3,2,0,0,서울,영등포구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,승용차,승합차,948676,1947658,126.9191415,37.52679941,10,7,18
30039,2018,2018-10-09 10:00,주간,화,1,1,0,0,0,서울,마포구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,건설기계,보행자,951870,1951044,126.9550659,37.55749033,10,9,10
30043,2018,2018-10-09 12:00,주간,화,1,1,0,0,0,서울,동대문구,차대차,기타,기타,안전거리 미확보,교차로,교차로횡단보도내,자전거,화물차,958590,1952836,127.0310469,37.57396874,10,9,12
30044,2018,2018-10-09 13:00,주간,화,1,1,0,0,0,서울,은평구,차대차,기타,기타,신호위반,교차로,교차로내,이륜차,승합차,949066,1957684,126.9228582,37.61718636,10,9,13
30048,2018,2018-10-09 22:00,야간,화,1,1,0,0,0,서울,양천구,차량단독,전도,전도,안전운전 의무 불이행,단일로,교량위,이륜차,없음,941233,1947550,126.834919,37.52538168,10,9,22
